Rank,Player,GP,MSR,Min,PTS,FGM,FGA,FG%,3PTM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,Plus Minus,European Archetype
163,Jaxson Robinson,5,22.43,21.1,9.4,3.2,8.2,39,2.4,6.2,38.7,0.4,0.4,100,0.6,2.4,3,1.4,0.6,1.2,0.4,1.8,5,
164,Kobe Johnson,4,22.8,21,15.5,5.5,10.8,51.2,1.5,5,30,1.8,2.3,77.8,2.3,3.3,5.5,2.5,2,1.5,0.5,2,7,
165,Anthony Pritchard,4,12.8,20.9,5.5,2.3,5.8,39.1,0,0.5,0,0.5,0.8,66.7,0.5,2.5,3,3,2.8,1,0.5,1.5,-8,
166,Kam Jones,2,22.19,20.8,9,3,7,42.9,1.5,4,37.5,1,1,100,0,2.5,2.5,5.5,1,0.5,0,2,1,
167,Matthew Murrell,3,16.67,20.7,6.3,2,5,40,0.7,2.3,28.6,0.7,1,66.7,0.7,2.7,3.3,1.7,1,1.7,0,1.3,1,
168,Nate Bittle,4,25.02,20.6,9.8,3.5,7,50,1.8,4,43.8,0.5,0.5,100,1.8,5,6.8,2.3,2.5,0.8,2.8,3.3,4,
169,"Ernest Udeh, Jr.",5,11.73,20.6,4.4,1.6,3.6,44.4,0,0,0,0.6,1.4,42.9,2,3.2,5.2,1.2,0.6,1.2,2.8,3.2,-1,
170,Felix Okpara,3,19.29,20.4,6.7,2.7,5.7,47.1,0,0,0,0.7,0.7,100,2.3,2.3,4.7,1.7,2,0.7,1.3,2.3,12,
171,Norchad Omier,5,23.63,20.3,10.6,4.2,7.2,58.3,0.8,1.2,66.7,0.8,1.4,57.1,4,5.8,9.8,2,0.6,1.2,0.4,4.2,0,
172,Tucker DeVries,3,20.09,20.3,8,2.7,8,33.3,2,7,28.6,0.3,0.3,100,0.7,0.7,1.3,1.3,0,0,0,1.7,5,
173,Jahmyl Telfort,4,22.26,20,6.3,2.3,5,45,1.3,3.3,38.5,0.3,0.3,100,0.8,1.3,2,1.8,0.3,0.3,0,1.8,12,
174,Mark Sears,3,21.22,20,12.3,4,9.3,42.9,1.7,4.7,35.7,2,2.3,85.7,0,0.3,0.3,2.7,2,1.3,0.3,1.7,3,
175,Jamir Watkins,1,8,20,2,1,2,50,0,0,0,0,0,0,1,3,4,0,0,1,0,9,7,
176,Jaden Bradley,4,13.72,19.9,6,2,6.8,29.6,0,0.5,0,2,2.8,72.7,0.5,3.3,3.8,2.8,3.3,0.3,0.3,2.5,-2,
177,Keshon Gilbert,1,13.04,19.8,10,5,7,71.4,0,1,0,0,2,0,1,4,5,5,4,2,0,3,10,
178,Henri Veesaar,4,18.45,19.7,11.3,4.3,7.8,54.8,1.8,3.8,46.7,0.5,1.3,40,1,2.5,3.5,1.8,2,0.8,1.3,3.3,-4,
179,Oscar Cluff,4,15.23,19.7,4.5,1.5,3,50,0,1,0,0.8,1.3,60,1.5,6.8,8.3,0.5,1,0.5,0.8,2.8,8,
180,Jonas Aidoo,4,26.15,19.6,9,3.3,6.5,50,0.3,0.3,100,1.3,2,62.5,2.5,6.3,8.8,0.3,3.3,0.3,3.3,4.5,-3,
181,Zeke Mayo,3,19.41,19.6,8,2.7,7.3,36.4,1.3,4,33.3,0.7,0.7,100,0.3,1.3,1.7,1.7,2,2,0,0.7,-10,
182,Tamar Bates,4,18.86,19.6,8.8,3.3,6,54.2,1,2.5,40,0.5,0.8,66.7,1,1.8,2.8,0.8,0.8,0.3,0,2.3,-5,
183,Tyler Bilodeau,4,16.56,19.6,4.3,1.3,5.5,22.7,0.5,3.3,15.4,0.8,0.8,100,0.5,2.3,2.8,0.8,0.8,1,0.8,3,-1,
184,Donovan Atwell,5,17.36,19.5,10.6,3.6,7.2,50,3.2,6.6,48.5,0.2,0.6,33.3,0.2,1.6,1.8,0.8,0.4,0.8,0.4,1.8,2,
185,Quincy Olivari,5,18.34,19.3,11,3.6,10,36,2.6,6.6,39.4,0.6,1,60,0,3.2,3.2,3.6,2,1,0.2,1.4,-2,
186,TyTy Washington Jr.,4,17.54,19.3,7,2.8,5.8,47.8,1,2.3,44.4,0.3,0.5,50,0.5,2.8,3.3,3.3,1.5,1.8,0,1.3,-1,
187,Jalon Moore,3,16.07,19.3,6,2,5.7,35.3,0.3,1.7,20,1,1.3,75,1,3,4,0.7,1.7,1.3,0,4.7,-4,
188,Gerald Ayayi,1,11.09,19.3,7,3,7,42.9,1,2,50,0,0,0,2,1,3,0,0,2,0,1,-11,
189,Isaac McKneely,4,18.56,19.2,5.5,2.3,5.5,40.9,0.8,3.8,20,0.3,0.3,100,0.3,1.3,1.5,2,0.3,0.3,0,1.5,-1,
190,Tobi Lawal,5,18.45,19.2,5.8,2,5,40,0.6,2.6,23.1,0.6,0.6,100,1,2.8,3.8,0.6,0,0,1.2,1.8,-7,
191,Eric Dixon,3,5.6,19.2,4.3,2,8,25,0.3,3.7,9.1,0,0.7,0,1,2.3,3.3,1,0,0.3,0.3,1.7,-7,
192,Buddy Boeheim,4,16.89,19.1,9.3,3,6.8,44.4,2,5.3,38.1,0.8,1.3,60,0.5,0.5,1,0.8,0,1,0.3,1.8,-8,
193,Devon Higgs,3,13.73,19.1,6,2,5,40,0,1.7,0,1,1.3,75,0.7,1.3,2,0.3,1.7,1.3,0.7,1.3,-4,
194,Jon Elmore,2,27.94,19,8.5,2.5,4,62.5,2.5,3.5,71.4,0.5,0.5,100,0,2.5,2.5,5,1,1.5,1,1,9,
195,Nate Johnson,3,21.61,19,8,2.7,7,38.1,1.3,2.7,50,0.7,0.7,100,0.3,1,1.3,2,1.3,2.7,0,2.3,-6,
196,Anton Watson,4,20.63,19,7.5,2.8,7.3,37.9,1,3.8,26.7,0.5,0.5,100,0.3,1.3,1.5,2.8,1.3,0.8,1,1.3,8,
197,Jalen Bridges,5,18.63,19,6.4,2.4,5,48,0.8,3,26.7,0.6,0.8,75,1.8,2,3.8,0.2,0.4,1.2,0,2.2,6,
198,Kadary Richmond,4,19.91,18.9,7.5,2,6.3,32,1,2.3,44.4,1.5,1.8,85.7,1.5,2.5,4,2.5,2.3,0.8,1,2,-2,
199,Darin Green Jr.,4,24.54,18.8,15.8,5.3,9.5,55.3,4.3,7.8,54.8,0.5,0.8,66.7,0.8,1.8,2.5,2.5,1,0.5,0,0.5,15,
200,Cameron Corhen,2,20.8,18.6,9,3.5,5,70,0,1,0,1,1,100,0.5,2,2.5,1.5,1,1.5,0.5,4,4,
201,Noa Essengue,4,15.24,18.6,6.5,1.8,4,43.8,0.3,1.5,16.7,1.5,2.8,54.5,1,3.5,4.5,0.8,1.3,1.3,1.8,4.8,0,
202,Liam Robbins,5,17.94,18.5,9.2,3.6,6.8,52.9,0.4,2,20,0.8,1.2,66.7,1.8,3,4.8,1.4,2.8,0.4,2,4.6,-5,
203,Brandon Boston Jr.,3,23.33,18.4,11.3,3.3,7.3,45.5,2,4,50,1.3,1.3,100,1.3,0.3,1.7,1.3,1,0.7,0.7,0.3,0,
204,RJ Nembhard Jr.,3,10.69,18.4,6.3,2.7,7.3,36.4,0.3,2.3,14.3,0.3,1,33.3,0.3,1.7,2,1.7,2,0,0,2,-7,
205,Phillip Wheeler,4,20.06,18.3,9,2.5,5.5,45.5,1.5,3.3,46.2,1.3,1.8,71.4,0.5,1,1.5,0.5,2.3,0.8,1,2,3,
206,AJ Hoggard,3,19.5,18.3,5.7,2,7,28.6,0.7,2,33.3,0.7,0.7,100,0.3,2.7,3,4.3,3,1,0,2,-2,
207,Jorge Diaz-Graham,5,17.65,18.2,7.2,2.4,6.4,37.5,1.4,4,35,0.6,1,60,1.2,4.2,5.4,1.8,1.4,1.2,0.8,2,3,
208,Kendall Brown,3,15.45,18.1,5.7,2.3,4,58.3,0,1,0,0.7,1,66.7,0.3,2,2.3,1.3,1,1.3,1.3,1.3,4,
209,Drake Allen,5,12.35,17.9,4,1.6,4.4,36.4,0,1.6,0,0.4,0.6,66.7,1,1.2,2.2,2.2,1,1.4,0.4,2.4,-4,
210,Lajae Jones,4,23.84,17.7,11,4.3,8.3,51.5,1,2.8,36.4,1.3,1.3,100,1.5,2.3,3.8,0.3,0.8,0.8,0.5,1.5,9,
211,Ugonna Onyenso,5,15.21,17.7,2.8,1,3,33.3,0.4,0.8,50,0.2,0.4,50,2,2.8,4.8,0.4,1,0.8,1.8,1.6,-5,
212,Tyreke Key,4,22.2,17.6,13,3,7,42.9,1.3,3.5,35.7,3,3,100,0.3,1.5,1.8,1.3,1.3,0.3,0.3,1.8,1,
213,Jaylen Martin,5,16.15,17.6,9.6,3.4,7.8,43.6,0.4,3,13.3,1.2,2,60,0.8,2.2,3,3.4,2.4,0.6,0.4,1.4,3,
214,DeJon Jarreau,3,16.75,17.5,6.3,2.7,8.3,32,0.3,1.3,25,0.7,1,66.7,1,4.7,5.7,4.7,1.7,1,1.7,1.7,1,
215,Lawson Lovering,4,13.37,17.5,4.5,2,3.3,61.5,0,0,0,0.3,0.8,33.3,1.5,0.8,2.3,1.3,1.8,0.3,0.5,4.5,15,
216,Kennedy Chandler,5,16.51,17.4,7.8,2.6,6,43.3,0.4,1.8,22.2,1,1.4,71.4,0.8,1.2,2,3.6,1.8,1,0.6,1.2,-5,
217,Hayden Gray,4,15.23,17.3,3,1.3,4.5,27.8,0,1,0,0.3,0.3,100,0.5,1.8,2.3,3.3,1.8,1.8,0.3,2.3,0,
218,Marquel Sutton,5,20.42,17.2,5.6,2,3.8,52.6,0.4,1.4,28.6,0.6,0.6,100,1,2.8,3.8,0.8,0.8,0.2,0.2,3,-4,
219,Malik Dia,4,18.33,17.2,9.8,3.5,9,38.9,1,2.8,36.4,1,1.5,66.7,1,4,5,0.3,0.8,0.8,0.8,2,-2,
220,Jahmai Mashack,4,20.87,17,5,1,3,33.3,0.5,0.8,66.7,1.3,1.5,83.3,0.8,2.3,3,2.3,0.8,1.8,0.3,2,-1,
221,Tyler Smith,3,19.02,16.9,12.3,3.3,8.3,40,1.7,5.3,31.3,2.3,3.3,70,0.7,1.7,2.3,1,1.3,0,0.7,1.7,3,
222,Taye Fields,4,17.79,16.8,2.5,1,1.8,57.1,0.3,0.5,50,0.3,0.5,50,2,2.3,4.3,1.3,0.5,1.5,0,3,-1,
223,Yuki Kawamura,4,16.29,16.8,9,2.3,6,37.5,0.3,2.5,10,2.3,2.8,81.8,0,1,1,3,1.8,0.3,0,2.3,-1,
224,Gabe McGlothan,4,20.08,16.7,9.3,2.5,6.3,40,1.3,3,41.7,1.5,2,75,1,2.8,3.8,0,0.5,1,0.3,1.8,7,
225,AK Okereke,4,17,16.7,5.3,1.8,3.8,46.7,1,2.5,40,0.5,1,50,1,1,2,2,1.3,0.5,0.8,2.8,6,
226,Blake Hinson,5,14.16,16.7,8,2.4,7.8,30.8,1,4.8,20.8,1.2,2,60,0.8,2,2.8,0.8,0.6,0.4,0,1.4,-6,
227,Eli Ndiaye,2,8.58,16.7,3.5,1.5,4,37.5,0.5,1.5,33.3,0,0,0,0,2,2,1,0.5,0,0,1.5,-3,
228,Nate Mensah,4,6.54,16.7,2,1,2.3,44.4,0,0,0,0,0.5,0,1.5,4.5,6,0.5,0.8,1.3,1.3,2.3,-3,
229,Keyshawn Hall,3,8.32,16.6,2,0.7,3.7,18.2,0,0.3,0,0.3,0.7,50,0.3,3,3.3,0.7,1.3,0.7,0,2,-4,
230,Dane Goodwin,5,7.31,16.5,2.4,1,5.2,19.2,0,2.6,0,0.2,0.6,33.3,0.8,1.4,2.2,1.2,0.4,1,0.4,2.2,-1,
231,Justin Harmon,4,20.68,16.4,9,3.5,8,43.8,0.5,2.8,18.2,1.5,1.5,100,1,3.3,4.3,1.8,1,0.8,0.3,1.5,4,
232,Damion Baugh,5,16.25,16.4,4.4,1.4,4,35,0.6,1.6,37.5,0.6,1,60,0.2,3.4,3.6,2.6,2,1,0.4,2.2,1,
233,Jamarion Sharp,4,15.1,16.4,7.3,2.8,3.8,73.3,0,0,0,1.3,3,41.7,3,3.8,6.8,0.8,1.8,0.8,2.8,2,-4,
234,Matt Rogers,4,14.58,16.3,8,3.3,5.8,56.5,1.5,2.5,60,0,0,0,0.8,2,2.8,1.5,0.8,0,0,1.3,-1,
235,Cameron Hildreth,1,30.77,16.2,11,3,3,100,2,2,100,2,3,66.7,0,1,1,1,1,1,0,2,8,
236,Rashaun Agee,5,18.14,16.2,5.6,2.4,6,40,0,0.6,0,0.4,0.4,100,2.8,3.4,6.2,1.4,1.2,1,0.6,2.4,7,
237,John Camden,3,16.23,16.2,5,1.3,7.3,18.2,1,5.3,18.8,0.7,0.7,100,1.7,1.7,3.3,0.3,1,0.3,0,1.7,-6,
238,Nick Jourdain,5,18.43,16.1,5,1.6,3.4,47.1,0.4,1.4,28.6,0.8,1,80,1.6,3.4,5,1.6,0.8,1.2,0.2,1.2,0,
239,Bez Mbeng,4,23.33,16,5.5,1.8,3,58.3,0.5,1,50,1.3,1.3,100,0.3,1,1.3,3,0,1.5,0,0.5,3,
240,Amani Lyles,4,21.5,16,12,4,7,57.1,0.8,2.3,33.3,1.8,2,87.5,2,1.8,3.8,0.5,2.3,1,0.5,1.3,-6,
241,Xaivian Lee,5,19.02,16,6.4,2.4,6,40,0.6,2.8,21.4,0.6,0.6,100,0,2,2,2.4,1,0.6,0.2,2.2,-1,
242,Igor Milicic Jr.,4,18.54,16,5.3,1.5,4.8,31.6,0.8,3.5,21.4,0.8,0.8,100,1.5,4.5,6,1,1.8,1,0.8,2.3,-4,
243,Giovanni Emejuru,4,12.03,16,2.5,0.8,3,25,0,0.3,0,0.5,0.8,66.7,2.5,2.3,4.8,0,0.8,0.5,0,2.8,7,
244,Duke Miles,4,9.68,16,5.8,2.3,5.8,39.1,1.3,4.3,29.4,0,0,0,0.5,1.8,2.3,2.8,1,0.8,0.3,1.3,-2,
245,RayJ Dennis,1,18.89,15.8,10,3,7,42.9,0,3,0,2,2,100,0,2,2,3,1,3,0,0,8,
246,Keon Johnson,4,15.47,15.7,8,2.3,6.3,36,0.3,3,8.3,1.8,2.3,77.8,0.5,1.5,2,1.3,1.5,1,0.3,1.5,-1,
247,Zack Austin,3,14.16,15.7,5.7,1.7,5.3,31.3,0.3,2.7,12.5,1,1.3,75,1.3,0.7,2,0.7,0.7,0.7,2,1.7,-5,
248,Malik Williams,5,14.55,15.6,3.8,1,3.4,29.4,0.6,2.6,23.1,0.6,1,60,1.4,4.2,5.6,1.2,0.8,0.4,0.6,2.8,3,
249,Nick Boyd,3,20.91,15.5,8,3,6.3,47.4,0.7,2.3,28.6,0.7,0.7,100,0.3,1.7,2,2.7,1,1,0,2.7,0,
250,Luke Travers,3,17.61,15.5,4.7,1.3,5,26.7,0.7,2.7,25,0.7,0.7,100,1,1.3,2.3,1.3,1.7,1.7,0,0.3,-1,
251,Saint Thomas,4,9.57,15.5,4.5,2,4.8,42.1,0.5,2,25,0,0.3,0,1,3.3,4.3,1,1.5,0.3,0.3,2.8,0,
252,Gerald Ayayi,2,2.35,15.4,1,0.5,5,10,0,2,0,0,1,0,1.5,2,3.5,0,0,0,0,4,-7,
253,Peter Suder,4,18.27,15.3,5.8,2,4.5,44.4,0.8,2.5,30,0.5,0.8,66.7,0.5,2.3,2.8,2.3,1.5,0.3,0,3,12,
254,Adam Flagler,5,15.43,15.3,5.8,2.2,6,36.7,0.6,2.6,23.1,0.4,0.6,66.7,0.2,1.6,1.8,1.6,0,0.6,0.6,1.2,2,
255,Cameron Matthews,3,15.32,15.3,4,1.7,4.3,38.5,0,1,0,0.3,0.3,100,0.3,1.3,1.7,1.7,0.7,0.7,0.7,2,-6,
256,Jahmi'us Ramsey,4,20.49,15.2,6.5,2.3,5.5,40.9,1.3,3.3,38.5,0.5,0.5,100,0.5,2.5,3,1,1,0.3,0,0.3,-3,
257,Kylan Boswell,5,13.44,15.2,5,2,3.6,55.6,1,2,50,0,0.6,0,1.2,2.2,3.4,3,1.4,0.6,0,0.8,2,
258,Solomon Washington,2,20.15,15.1,2.5,0.5,2,25,0.5,1,50,0.5,0.5,100,2,3,5,3,0.5,1,0.5,1,3,
259,Steven Ashworth,2,16.05,15.1,5.5,0.5,3.5,14.3,0.5,3,16.7,2,2,100,2,1,3,4.5,2.5,0,0,2.5,-3,
260,Hyunjung Lee,4,18.32,15,9.3,2,6.3,32,1.3,4.8,26.3,2.3,2.8,81.8,1,1.8,2.8,0.3,1.3,1,0.8,1.3,4,
261,Jalen Warley,2,14.25,14.9,3,1,5,20,0,1,0,0.5,0.5,100,1,2,3,0.5,0,1.5,0.5,4,-1,
262,Christian Shumate,4,11.38,14.9,3.8,1.8,3.5,50,0.3,0.8,33.3,0,0,0,2.5,3.3,5.8,1.3,1,0.3,0.3,0.8,5,
263,Boo Buie,5,15.58,14.8,5.6,1.6,6,26.7,0.8,3.6,22.2,1,1.2,83.3,0.4,1,1.4,1.6,1.6,0.6,0,1.2,-4,
264,Carson Cooper,4,10.72,14.8,3.5,0.8,2.8,27.3,0,0.3,0,1.3,2,62.5,1.3,2.8,4,0.5,1,0.3,0.5,2.3,-6,
265,Nate Kingz,3,6.91,14.7,4.3,1.7,6,27.8,1,4,25,0,0.3,0,0,2,2,1,0,0.3,1,0.7,-8,
266,Kobe Knox,2,7.11,14.6,2.5,1,3.5,28.6,0.5,2.5,20,0,1.5,0,1.5,1.5,3,0.5,0,0,1.5,2,1,
267,Oziyah Sellers,5,17.65,14.5,5.8,2,4.8,41.7,0.4,2.2,18.2,0.8,0.8,100,0,2.2,2.2,0.8,1,0.2,0,1.4,-8,
268,Mark Mitchell Jr.,3,17.15,14.5,4.3,1.3,2.7,50,0.3,1,33.3,1,1.3,75,1,1,2,0.3,0,0,1,1,-5,
269,William Hickey,4,15.56,14.5,4.5,1.8,3.5,50,0.5,1.3,40,0.3,0.8,33.3,1.5,3.5,5,2,0.8,0.8,0,2,4,
270,Jameer Nelson Jr.,4,10.52,14.5,5.5,1.8,5.8,30.4,0,0.8,0,1,2.3,44.4,0.3,2.3,2.5,1,2.5,1.5,0.8,1.3,1,
271,Lachlan Olbrich,3,16.86,14.4,9.3,2,5.3,37.5,0,0.7,0,2.7,3,88.9,1,1.3,2.3,1.3,2.3,1.3,0.7,4,5,
272,Keion Brooks Jr.,4,16.05,14.4,6.5,1.5,5,30,0.3,2.3,11.1,1.8,2,87.5,0.8,2.3,3,1,1.3,0.3,0.5,1.3,2,
273,Chance McMillian,4,23.14,14.3,9,3,6.3,48,2,4,50,0.5,0.5,100,0.5,1.5,2,0.3,0.8,0,0,1,2,
274,Flynn Cameron,4,19.45,14.3,10.3,3.8,7.5,50,1.5,3.5,42.9,0.8,1.3,60,1.3,2.3,3.5,3.3,2,0.5,0,2,-2,
275,Michael Foster Jr.,4,18.23,14.3,5.3,2,4.3,47.1,0.8,1.5,50,0.3,0.5,50,0.8,2.3,3,0.3,2,0.8,0.8,2.5,8,
276,Aliou Diarra,5,15.24,14.3,4.8,1.6,3.2,50,0,0,0,1,1.4,71.4,2.6,3.2,5.8,0.2,0.6,0,1,1.6,4,
277,Jayden Nunn,3,5,14.3,1.7,0.7,4.7,14.3,0,1.7,0,0.3,1.7,20,1,2.3,3.3,0,0.7,0.3,0,0.3,-3,
278,Aaron Nkrumah,2,10.33,14.2,5,2,4,50,1,3,33.3,0,0,0,0.5,1.5,2,1,1,0,0,2,-3,
279,Isaac Johnson,4,19.46,14.1,6.8,2.3,6,37.5,1.3,4.3,29.4,0.5,0.5,100,0.8,1,1.8,1,1.3,0,0.8,3.3,-4,
280,Ace Baldwin Jr.,1,7.2,14.1,2,0,1,0,0,1,0,1,2,50,0,2,2,2,2,3,2,0,2,
281,Andersson Garcia,1,23.2,14,6,2,2,100,2,2,100,0,1,0,1,1,2,2,0,0,0,3,8,
282,Colby Jones,3,6.7,14,3.7,1.7,6,27.8,0.3,1.7,20,0,0.3,0,1.3,2,3.3,1.3,1.3,0.3,0.3,0.7,-5,
283,Corey Camper Jr.,4,5.18,13.9,2,1,3.5,28.6,0,1.5,0,0,0.3,0,1.5,1.8,3.3,0.5,0.5,1,0.3,1,5,
284,Jordan Riley,1,4.13,13.9,4,2,6,33.3,0,2,0,0,0,0,1,1,2,1,1,0,1,1,-14,
285,Taevion Kinsey,4,19.86,13.8,6.5,1.5,3.3,46.2,1.3,2.5,50,1.3,1.5,83.3,0,0.8,0.8,0.8,0.5,0,0,1.3,-3,
286,Julian Reese,3,10.87,13.7,4.7,0.7,1.7,40,0,0,0,1.7,3.3,50,1.3,3.3,4.7,0.7,1.3,0.7,0.3,3.3,-9,
287,Max Abmas,1,2.8,13.7,0,0,6,0,0,5,0,0,0,0,0,1,1,5,2,0,0,1,7,
288,Izaiyah Nelson,3,12.47,13.5,2.7,1,2,50,0,0.3,0,0.3,0.7,50,0.7,2.3,3,0.7,0.7,1,1,3.3,5,
289,Dominique Daniels Jr.,2,3.78,13.5,3,1.5,8,18.8,0,2.5,0,0,0,0,0,1.5,1.5,1,0,0.5,0,2.5,-3,
290,Jaylin Williams,5,24.76,13.4,7.6,2.8,4.4,63.6,1.2,2.4,50,0.6,0.6,100,1.2,2,3.2,0.8,0.6,0.6,0.4,1.6,4,
291,Ian Schieffelin,4,22.97,13.4,7.8,2.5,5.3,47.6,1.3,2.5,50,1,1,100,1,1.5,2.5,0.5,0.8,0.3,0.3,2.8,1,
292,Fletcher Loyer,5,19.97,13.3,7,2,4.6,43.5,0.8,2.6,30.8,1.4,1.4,100,0.2,0.6,0.8,0.6,0.6,0.2,0,0.6,2,
293,Christoph Tilly,3,13.93,13.2,7,3.3,5,66.7,0,0,0,0.3,0.7,50,1,2,3,0.3,1,0.7,0,3.3,-5,
294,Jaden Springer,5,18.03,13.1,6.8,2,4.4,45.5,0.6,1.2,50,1.2,2,60,0,0.6,0.6,1.2,2,0.8,1,1.4,-1,
295,TJ Bamba,2,15.54,13.1,3.5,1,5.5,18.2,0.5,3,16.7,0.5,0.5,100,0.5,1,1.5,1.5,0.5,0,0,2,-1,
296,Davide Casarin,1,1.3,13.1,0,0,1,0,0,1,0,0,1,0,0,2,2,2,4,0,0,3,-3,
297,Norris Agbakoko,3,17.16,13,4.7,1.3,1.3,100,0,0,0,1,2,50,1,2,3,1.3,1.3,0,1.7,2,-1,
298,Ezra Ausar,2,15.82,13,8.5,3,4.5,66.7,0,0,0,1.5,3,50,1.5,3.5,5,0,1,1.5,0.5,3,5,
299,Steven Crowl,3,8.72,13,1.7,0.7,2,33.3,0.3,1,33.3,0,0,0,1.3,1.7,3,1.3,1.3,0,0.3,2,4,
300,Ben Humrichous,3,19.96,12.9,4.3,1.3,3.7,36.4,1.3,3.7,36.4,0.3,0.3,100,0.7,2.3,3,0,0.3,0.3,1,1.3,3,
301,Isaiah Stevens,5,10.65,12.8,3.4,0.8,3,26.7,0,0.4,0,1,1.4,71.4,0,0.8,0.8,2.6,1,0,0.2,1,-8,
302,Deivon Smith,2,3.98,12.8,1,0.5,1.5,33.3,0,0,0,0,0.5,0,0.5,4,4.5,1,2,0.5,0.5,0,-10,
303,Trey Kaufman-Renn,5,20.86,12.7,6.6,2,3.8,52.6,0.2,0.8,25,1.2,1.2,100,1.6,2,3.6,0.6,0.8,1,0,1.6,4,
304,Andrew Carr,5,19.76,12.7,4.4,1.4,3.6,38.9,0.6,1.8,33.3,0.6,0.6,100,1.8,2.4,4.2,0.8,0.2,0.2,0.4,2.4,0,
305,Keba Keita,3,15.24,12.7,7,3,5,60,0,0,0,0.7,1,66.7,0.7,2,2.7,0.3,0.7,0,1.3,1.3,0,
306,Houston Mallette,3,14.65,12.7,2.3,0.7,4,16.7,0.3,3.3,10,0.3,0.3,100,1.7,1.3,3,2,0.3,0,0,0.3,0,
307,Miller Kopp,4,17.53,12.5,4.8,1.3,4.5,27.8,1.3,4.5,27.8,0.5,0.5,100,0.3,0.8,1,0.8,0.8,0.3,0.3,1,-3,
308,Kaodirichi Akobundu-Ehiogu,5,15.26,12.4,6.4,2.8,3.6,77.8,0,0.2,0,0.4,0.8,50,1,1.4,2.4,0.2,0.6,0.2,1.2,1.6,2,
309,Dain Dainja,1,8.6,12.4,6,3,5,60,0,0,0,0,0,0,4,2,6,0,1,0,1,1,-3,
310,Lance Ware,4,4.21,12.3,1,0.3,1.5,16.7,0,0,0,0.3,1.3,20,1.5,1.8,3.3,1.3,0,0.5,0.3,1.3,-9,
311,Roddy Gayle Jr.,4,19.11,12.2,5.5,2,3.3,61.5,1,1.5,66.7,0.3,0.5,50,0.5,1.8,2.3,0.8,0.5,0.3,0.3,1.3,-9,
312,Sean East II,5,15.95,12.2,3.6,1.4,3,46.7,0.4,1,40,0.2,0.4,50,0,1,1,1.2,1.2,0.6,0.2,2.6,5,
313,Antonio Reeves,3,12.22,12.2,5.3,2,5,40,0.7,2.7,25,0.3,1,33.3,1,1.3,2.3,1,1,0.7,0.3,0.3,-1,
314,Miles Kelly,1,15.47,12.1,8,3,5,60,2,3,66.7,0,0,0,0,2,2,2,3,0,1,2,-5,
315,Latrell Wrightsell Jr.,5,7.7,12.1,3.6,1.4,4.6,30.4,0.8,2.8,28.6,0,0,0,0.6,0.6,1.2,0.8,0.6,0.4,0.2,1.4,-1,
316,Will Johnston,4,2.27,12.1,0.5,0.3,1.8,14.3,0,0.8,0,0,0.3,0,0,1.3,1.3,0.3,0,0.5,0,1.3,0,
317,Basheer Jihad,4,10.14,11.9,4,1.8,3,58.3,0,0.8,0,0.3,1,25,0.8,1.5,2.3,0.8,1,1,1,1.8,-3,
318,Jacob Toppin,1,7.1,11.9,2,1,2,50,0,0,0,0,0,0,1,1,2,0,0,0,1,1,10,
319,Jaden Henley,5,15.89,11.8,4.4,1.4,4.2,33.3,0.2,0.8,25,0.8,1,80,0.6,2.2,2.8,0.6,1.6,0.8,0.2,2,-3,
320,Tre'Von Spillers,3,13.08,11.8,5,2,4.3,46.2,1,2,50,0,0,0,2,4,6,1,0.3,1,0.7,0.3,5,
321,Jaxon Kohler,2,27.55,11.7,5.5,1.5,3,50,0.5,0.5,100,1,1,100,0.5,2,2.5,0,0,0,0.5,1,6,
322,Terrell Brown Jr.,3,14.88,11.7,3.3,1.3,3.3,40,0,0.3,0,0.3,0.3,100,0,1,1,3,1.7,0,0,1.3,-8,
323,Tyler Burton,4,17.91,11.6,6,2,4,50,0.8,1.8,42.9,0.8,1.3,60,1,1.3,2.3,0.8,1.3,0.5,0.5,1.8,0,
324,Tyson Degenhart,3,2.93,11.6,2,1,4.3,23.1,0,2,0,0,0,0,0.3,1,1.3,0,0.3,0,0,2,-8,
325,Jesse Edwards,3,16.3,11.5,4,1.7,3,55.6,0,0,0,0.3,0.3,100,1,0.7,1.7,0.7,1,0.3,0.7,1,-9,
326,Viktor Lakhin,5,12.31,11.5,4,1.4,2.6,53.8,0,0.4,0,0.6,1.4,42.9,0.8,3.4,4.2,1.2,1.8,0.2,1,2.4,1,
327,Dain Dainja,3,17.38,11.3,4.7,1.3,2.7,50,0,0,0,1,1,100,1.7,2.7,4.3,0.7,0.7,0.3,0,2.7,0,
328,Brandon Angel,3,14.56,11.3,2.7,1,2.7,37.5,0.7,0.7,100,0,0,0,2.3,0.7,3,0,0.7,0.3,0,2.3,-9,
329,Zach Cleveland,1,10.17,11.2,4,2,3,66.7,0,0,0,0,0,0,0,1,1,3,1,2,0,0,18,
330,Karim Lopez,1,2.9,11.2,0,0,1,0,0,0,0,0,0,0,1,3,4,0,2,1,2,3,12,
331,Mylik Wilson,3,3.96,11,2,1,3.3,30,0,0.3,0,0,0,0,0.7,0.3,1,1,1.3,1.7,0.3,1.7,-5,
332,Arnas Sakenis,3,20.83,10.9,2.3,0.7,1.7,40,0.3,0.3,100,0.3,0.7,50,1.3,0.7,2,0.3,0.7,0,1.3,0.7,5,
